EVENT,BOUT,ROUND,FIGHTER,KD,SIG.STR.,SIG.STR. %,TOTAL STR.,TD,TD %,SUB.ATT,REV.,CTRL,HEAD,BODY,LEG,DISTANCE,CLINCH,GROUND
UFC Fight Night: Tuivasa vs. Tybura,Charalampos Grigoriou vs. Chad Anheliger,Round 3,Charalampos Grigoriou,0,8 of 33,24%,8 of 33,0 of 0,---,0,0,0:00,8 of 31,0 of 2,0 of 0,8 of 33,0 of 0,0 of 0
UFC Fight Night: Tuivasa vs. Tybura,Charalampos Grigoriou vs. Chad Anheliger,Round 1,Chad Anheliger,0,8 of 15,53%,25 of 33,0 of 1,0%,0,0,1:34,2 of 9,0 of 0,6 of 6,8 of 15,0 of 0,0 of 0
UFC Fight Night: Tuivasa vs. Tybura,Charalampos Grigoriou vs. Chad Anheliger,Round 2,Chad Anheliger,0,26 of 33,78%,68 of 80,0 of 0,---,0,0,0:00,21 of 27,1 of 1,4 of 5,9 of 15,12 of 12,5 of 6
UFC Fight Night: Tuivasa vs. Tybura,Charalampos Grigoriou vs. Chad Anheliger,Round 3,Chad Anheliger,0,51 of 107,47%,51 of 107,0 of 1,0%,0,0,0:00,34 of 86,9 of 12,8 of 9,51 of 107,0 of 0,0 of 0
UFC 299: O'Malley vs. Vera 2,Sean O'Malley vs. Marlon Vera,Round 1,Sean O'Malley,0,27 of 36,75%,27 of 36,0 of 0,---,0,0,0:00,7 of 14,10 of 12,10 of 10,27 of 36,0 of 0,0 of 0
UFC 299: O'Malley vs. Vera 2,Sean O'Malley vs. Marlon Vera,Round 2,Sean O'Malley,0,51 of 83,61%,51 of 83,0 of 0,---,0,0,0:00,36 of 66,11 of 12,4 of 5,51 of 83,0 of 0,0 of 0
UFC 299: O'Malley vs. Vera 2,Sean O'Malley vs. Marlon Vera,Round 3,Sean O'Malley,0,35 of 58,60%,35 of 58,0 of 0,---,0,0,0:03,21 of 43,13 of 14,1 of 1,35 of 58,0 of 0,0 of 0
UFC 299: O'Malley vs. Vera 2,Sean O'Malley vs. Marlon Vera,Round 4,Sean O'Malley,0,56 of 84,66%,57 of 85,0 of 0,---,0,0,0:00,42 of 70,11 of 11,3 of 3,56 of 84,0 of 0,0 of 0
UFC 299: O'Malley vs. Vera 2,Sean O'Malley vs. Marlon Vera,Round 5,Sean O'Malley,0,61 of 95,64%,62 of 96,0 of 0,---,0,0,0:00,44 of 75,16 of 19,1 of 1,58 of 91,3 of 4,0 of 0
UFC 299: O'Malley vs. Vera 2,Sean O'Malley vs. Marlon Vera,Round 1,Marlon Vera,0,9 of 21,42%,9 of 21,0 of 0,---,0,0,0:00,1 of 7,1 of 5,7 of 9,9 of 21,0 of 0,0 of 0
UFC 299: O'Malley vs. Vera 2,Sean O'Malley vs. Marlon Vera,Round 2,Marlon Vera,0,16 of 46,34%,16 of 46,0 of 0,---,0,0,0:00,7 of 29,0 of 5,9 of 12,16 of 46,0 of 0,0 of 0
UFC 299: O'Malley vs. Vera 2,Sean O'Malley vs. Marlon Vera,Round 3,Marlon Vera,0,17 of 54,31%,17 of 54,0 of 0,---,0,0,0:00,7 of 39,4 of 8,6 of 7,17 of 53,0 of 1,0 of 0
UFC 299: O'Malley vs. Vera 2,Sean O'Malley vs. Marlon Vera,Round 4,Marlon Vera,0,26 of 73,35%,26 of 73,0 of 0,---,0,0,0:00,15 of 56,5 of 11,6 of 6,26 of 72,0 of 1,0 of 0
UFC 299: O'Malley vs. Vera 2,Sean O'Malley vs. Marlon Vera,Round 5,Marlon Vera,0,21 of 47,44%,21 of 47,0 of 0,---,0,0,0:00,11 of 34,4 of 6,6 of 7,17 of 43,4 of 4,0 of 0
UFC 299: O'Malley vs. Vera 2,Dustin Poirier vs. Benoit Saint Denis,Round 1,Dustin Poirier,0,12 of 13,92%,14 of 16,0 of 1,0%,3,0,0:23,11 of 12,0 of 0,1 of 1,9 of 10,3 of 3,0 of 0
UFC 299: O'Malley vs. Vera 2,Dustin Poirier vs. Benoit Saint Denis,Round 2,Dustin Poirier,1,16 of 21,76%,16 of 21,0 of 0,---,1,0,0:08,13 of 18,3 of 3,0 of 0,14 of 15,1 of 5,1 of 1
UFC 299: O'Malley vs. Vera 2,Dustin Poirier vs. Benoit Saint Denis,Round 1,Benoit Saint Denis,0,38 of 49,77%,53 of 68,2 of 4,50%,1,0,3:20,21 of 31,10 of 10,7 of 8,13 of 22,23 of 25,2 of 2
UFC 299: O'Malley vs. Vera 2,Dustin Poirier vs. Benoit Saint Denis,Round 2,Benoit Saint Denis,0,12 of 25,48%,16 of 29,1 of 3,33%,0,0,1:33,4 of 15,8 of 10,0 of 0,4 of 15,8 of 10,0 of 0
UFC 299: O'Malley vs. Vera 2,Kevin Holland vs. Michael Page,Round 1,Kevin Holland,0,11 of 26,42%,30 of 47,0 of 0,---,0,0,0:54,4 of 19,1 of 1,6 of 6,9 of 24,2 of 2,0 of 0
UFC 299: O'Malley vs. Vera 2,Kevin Holland vs. Michael Page,Round 2,Kevin Holland,0,16 of 27,59%,26 of 37,1 of 2,50%,1,0,2:05,7 of 15,3 of 4,6 of 8,8 of 16,2 of 3,6 of 8
UFC 299: O'Malley vs. Vera 2,Kevin Holland vs. Michael Page,Round 3,Kevin Holland,0,2 of 8,25%,8 of 15,1 of 3,33%,0,0,1:23,0 of 3,0 of 1,2 of 4,1 of 7,0 of 0,1 of 1
UFC 299: O'Malley vs. Vera 2,Kevin Holland vs. Michael Page,Round 1,Michael Page,0,17 of 27,62%,25 of 35,0 of 0,---,0,0,0:49,12 of 21,3 of 4,2 of 2,16 of 25,1 of 2,0 of 0
UFC 299: O'Malley vs. Vera 2,Kevin Holland vs. Michael Page,Round 2,Michael Page,0,10 of 15,66%,14 of 20,0 of 0,---,0,0,0:00,6 of 10,3 of 4,1 of 1,10 of 15,0 of 0,0 of 0
UFC 299: O'Malley vs. Vera 2,Kevin Holland vs. Michael Page,Round 3,Michael Page,0,14 of 20,70%,20 of 26,0 of 3,0%,0,0,0:37,10 of 16,2 of 2,2 of 2,12 of 18,1 of 1,1 of 1
UFC 299: O'Malley vs. Vera 2,Gilbert Burns vs. Jack Della Maddalena,Round 1,Gilbert Burns,0,18 of 35,51%,20 of 37,3 of 3,100%,0,0,1:15,9 of 23,7 of 9,2 of 3,14 of 29,3 of 5,1 of 1
UFC 299: O'Malley vs. Vera 2,Gilbert Burns vs. Jack Della Maddalena,Round 2,Gilbert Burns,0,9 of 20,45%,11 of 23,2 of 2,100%,0,0,1:39,7 of 17,1 of 2,1 of 1,9 of 20,0 of 0,0 of 0
UFC 299: O'Malley vs. Vera 2,Gilbert Burns vs. Jack Della Maddalena,Round 3,Gilbert Burns,0,0 of 3,0%,0 of 3,2 of 6,33%,0,0,2:13,0 of 3,0 of 0,0 of 0,0 of 3,0 of 0,0 of 0
UFC 299: O'Malley vs. Vera 2,Gilbert Burns vs. Jack Della Maddalena,Round 1,Jack Della Maddalena,0,18 of 38,47%,23 of 46,0 of 1,0%,0,0,0:00,13 of 33,3 of 3,2 of 2,15 of 34,3 of 4,0 of 0
UFC 299: O'Malley vs. Vera 2,Gilbert Burns vs. Jack Della Maddalena,Round 2,Jack Della Maddalena,0,21 of 48,43%,27 of 55,0 of 0,---,0,0,0:00,15 of 36,5 of 11,1 of 1,21 of 48,0 of 0,0 of 0
UFC 299: O'Malley vs. Vera 2,Gilbert Burns vs. Jack Della Maddalena,Round 3,Jack Della Maddalena,1,28 of 37,75%,35 of 45,0 of 0,---,0,0,0:16,26 of 35,1 of 1,1 of 1,11 of 18,1 of 2,16 of 17
UFC 299: O'Malley vs. Vera 2,Petr Yan vs. Song Yadong,Round 1,Petr Yan,0,22 of 35,62%,23 of 36,0 of 1,0%,0,0,0:00,9 of 19,6 of 8,7 of 8,22 of 35,0 of 0,0 of 0
UFC 299: O'Malley vs. Vera 2,Petr Yan vs. Song Yadong,Round 2,Petr Yan,0,41 of 77,53%,61 of 98,1 of 1,100%,0,0,0:33,31 of 62,10 of 15,0 of 0,35 of 71,1 of 1,5 of 5
UFC 299: O'Malley vs. Vera 2,Petr Yan vs. Song Yadong,Round 3,Petr Yan,0,36 of 71,50%,45 of 83,1 of 3,33%,0,0,1:14,28 of 61,6 of 8,2 of 2,29 of 64,3 of 3,4 of 4
UFC 299: O'Malley vs. Vera 2,Petr Yan vs. Song Yadong,Round 1,Song Yadong,0,20 of 37,54%,22 of 40,1 of 2,50%,0,0,0:49,15 of 30,1 of 2,4 of 5,17 of 33,1 of 2,2 of 2
UFC 299: O'Malley vs. Vera 2,Petr Yan vs. Song Yadong,Round 2,Song Yadong,0,31 of 66,46%,40 of 75,0 of 4,0%,0,0,0:41,26 of 56,4 of 7,1 of 3,28 of 63,3 of 3,0 of 0
UFC 299: O'Malley vs. Vera 2,Petr Yan vs. Song Yadong,Round 3,Song Yadong,0,35 of 69,50%,42 of 77,0 of 2,0%,0,0,0:10,30 of 61,4 of 6,1 of 2,34 of 68,1 of 1,0 of 0
UFC 299: O'Malley vs. Vera 2,Curtis Blaydes vs. Jailton Almeida,Round 1,Curtis Blaydes,0,0 of 2,0%,3 of 5,0 of 0,---,0,0,0:02,0 of 2,0 of 0,0 of 0,0 of 2,0 of 0,0 of 0
UFC 299: O'Malley vs. Vera 2,Curtis Blaydes vs. Jailton Almeida,Round 2,Curtis Blaydes,0,16 of 23,69%,16 of 23,0 of 0,---,0,0,0:07,16 of 23,0 of 0,0 of 0,0 of 3,0 of 0,16 of 20
UFC 299: O'Malley vs. Vera 2,Curtis Blaydes vs. Jailton Almeida,Round 1,Jailton Almeida,0,0 of 0,---,8 of 8,9 of 12,75%,0,0,4:39,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0
UFC 299: O'Malley vs. Vera 2,Curtis Blaydes vs. Jailton Almeida,Round 2,Jailton Almeida,0,1 of 3,33%,1 of 3,0 of 1,0%,0,0,0:00,1 of 3,0 of 0,0 of 0,1 of 3,0 of 0,0 of 0
UFC 299: O'Malley vs. Vera 2,Katlyn Cerminara vs. Maycee Barber,Round 1,Katlyn Cerminara,0,22 of 32,68%,29 of 40,0 of 5,0%,0,0,1:50,9 of 18,13 of 14,0 of 0,6 of 15,16 of 17,0 of 0
UFC 299: O'Malley vs. Vera 2,Katlyn Cerminara vs. Maycee Barber,Round 2,Katlyn Cerminara,0,24 of 56,42%,40 of 72,0 of 0,---,0,0,0:22,20 of 50,4 of 5,0 of 1,21 of 53,3 of 3,0 of 0
UFC 299: O'Malley vs. Vera 2,Katlyn Cerminara vs. Maycee Barber,Round 3,Katlyn Cerminara,0,20 of 64,31%,30 of 74,1 of 1,100%,0,0,0:40,15 of 54,4 of 8,1 of 2,16 of 56,4 of 8,0 of 0
UFC 299: O'Malley vs. Vera 2,Katlyn Cerminara vs. Maycee Barber,Round 1,Maycee Barber,0,31 of 48,64%,46 of 63,0 of 0,---,0,0,1:39,26 of 43,4 of 4,1 of 1,9 of 24,20 of 22,2 of 2
UFC 299: O'Malley vs. Vera 2,Katlyn Cerminara vs. Maycee Barber,Round 2,Maycee Barber,0,22 of 48,45%,35 of 62,2 of 2,100%,0,0,1:52,12 of 37,6 of 7,4 of 4,16 of 42,5 of 5,1 of 1
UFC 299: O'Malley vs. Vera 2,Katlyn Cerminara vs. Maycee Barber,Round 3,Maycee Barber,0,31 of 54,57%,41 of 64,2 of 2,100%,0,0,1:14,21 of 41,8 of 11,2 of 2,19 of 41,11 of 12,1 of 1
UFC 299: O'Malley vs. Vera 2,Mateusz Gamrot vs. Rafael Dos Anjos,Round 1,Mateusz Gamrot,0,19 of 34,55%,40 of 61,2 of 4,50%,0,0,2:35,17 of 31,2 of 3,0 of 0,12 of 25,4 of 5,3 of 4
UFC 299: O'Malley vs. Vera 2,Mateusz Gamrot vs. Rafael Dos Anjos,Round 2,Mateusz Gamrot,0,10 of 18,55%,28 of 36,5 of 9,55%,0,0,2:40,6 of 14,4 of 4,0 of 0,8 of 15,1 of 2,1 of 1
UFC 299: O'Malley vs. Vera 2,Mateusz Gamrot vs. Rafael Dos Anjos,Round 3,Mateusz Gamrot,0,28 of 50,56%,43 of 66,4 of 6,66%,0,0,1:46,25 of 45,3 of 5,0 of 0,26 of 48,1 of 1,1 of 1
UFC 299: O'Malley vs. Vera 2,Mateusz Gamrot vs. Rafael Dos Anjos,Round 1,Rafael Dos Anjos,1,11 of 19,57%,14 of 23,0 of 0,---,0,0,0:05,9 of 14,1 of 4,1 of 1,8 of 16,2 of 2,1 of 1
UFC 299: O'Malley vs. Vera 2,Mateusz Gamrot vs. Rafael Dos Anjos,Round 2,Rafael Dos Anjos,0,12 of 25,48%,12 of 25,0 of 0,---,0,0,0:06,9 of 21,2 of 3,1 of 1,8 of 20,3 of 4,1 of 1
UFC 299: O'Malley vs. Vera 2,Mateusz Gamrot vs. Rafael Dos Anjos,Round 3,Rafael Dos Anjos,0,13 of 34,38%,13 of 34,0 of 0,---,0,0,0:00,6 of 26,2 of 2,5 of 6,10 of 31,2 of 2,1 of 1
UFC 299: O'Malley vs. Vera 2,Pedro Munhoz vs. Kyler Phillips,Round 1,Pedro Munhoz,0,19 of 54,35%,19 of 54,1 of 4,25%,0,0,0:24,11 of 44,5 of 5,3 of 5,17 of 50,1 of 3,1 of 1
UFC 299: O'Malley vs. Vera 2,Pedro Munhoz vs. Kyler Phillips,Round 2,Pedro Munhoz,0,20 of 42,47%,20 of 42,0 of 2,0%,0,0,0:00,7 of 22,7 of 12,6 of 8,20 of 42,0 of 0,0 of 0
UFC 299: O'Malley vs. Vera 2,Pedro Munhoz vs. Kyler Phillips,Round 3,Pedro Munhoz,0,13 of 44,29%,13 of 44,0 of 2,0%,0,0,0:00,5 of 33,5 of 7,3 of 4,11 of 42,2 of 2,0 of 0
UFC 299: O'Malley vs. Vera 2,Pedro Munhoz vs. Kyler Phillips,Round 1,Kyler Phillips,0,55 of 120,45%,56 of 121,0 of 0,---,0,0,0:02,41 of 104,6 of 8,8 of 8,52 of 114,2 of 5,1 of 1
UFC 299: O'Malley vs. Vera 2,Pedro Munhoz vs. Kyler Phillips,Round 2,Kyler Phillips,0,32 of 75,42%,32 of 75,0 of 0,---,0,0,0:00,16 of 56,8 of 9,8 of 10,32 of 75,0 of 0,0 of 0
UFC 299: O'Malley vs. Vera 2,Pedro Munhoz vs. Kyler Phillips,Round 3,Kyler Phillips,0,27 of 80,33%,27 of 80,0 of 0,---,0,0,0:00,17 of 64,3 of 7,7 of 9,27 of 80,0 of 0,0 of 0
UFC 299: O'Malley vs. Vera 2,Ion Cutelaba vs. Philipe Lins,Round 1,Ion Cutelaba,0,23 of 42,54%,24 of 43,0 of 0,---,0,0,0:01,14 of 32,5 of 5,4 of 5,22 of 39,1 of 3,0 of 0
UFC 299: O'Malley vs. Vera 2,Ion Cutelaba vs. Philipe Lins,Round 2,Ion Cutelaba,0,13 of 20,65%,27 of 35,0 of 1,0%,0,0,0:13,8 of 15,4 of 4,1 of 1,11 of 18,2 of 2,0 of 0
UFC 299: O'Malley vs. Vera 2,Ion Cutelaba vs. Philipe Lins,Round 3,Ion Cutelaba,0,11 of 35,31%,68 of 93,0 of 0,---,0,0,0:02,11 of 35,0 of 0,0 of 0,9 of 33,2 of 2,0 of 0
UFC 299: O'Malley vs. Vera 2,Ion Cutelaba vs. Philipe Lins,Round 1,Philipe Lins,0,33 of 50,66%,34 of 51,0 of 2,0%,0,0,0:22,16 of 31,3 of 4,14 of 15,32 of 47,1 of 3,0 of 0
UFC 299: O'Malley vs. Vera 2,Ion Cutelaba vs. Philipe Lins,Round 2,Philipe Lins,0,19 of 29,65%,22 of 32,1 of 2,50%,0,0,2:26,11 of 21,1 of 1,7 of 7,13 of 21,1 of 1,5 of 7
UFC 299: O'Malley vs. Vera 2,Ion Cutelaba vs. Philipe Lins,Round 3,Philipe Lins,0,15 of 36,41%,17 of 38,1 of 3,33%,0,0,2:46,10 of 30,3 of 4,2 of 2,12 of 32,3 of 4,0 of 0
UFC 299: O'Malley vs. Vera 2,Michel Pereira vs. Michal Oleksiejczuk,Round 1,Michel Pereira,0,11 of 15,73%,11 of 15,0 of 0,---,1,0,0:18,5 of 9,6 of 6,0 of 0,9 of 13,2 of 2,0 of 0
UFC 299: O'Malley vs. Vera 2,Michel Pereira vs. Michal Oleksiejczuk,Round 1,Michal Oleksiejczuk,0,1 of 4,25%,1 of 4,0 of 0,---,0,0,0:00,0 of 3,1 of 1,0 of 0,1 of 4,0 of 0,0 of 0
UFC 299: O'Malley vs. Vera 2,Robelis Despaigne vs. Josh Parisian,Round 1,Robelis Despaigne,1,7 of 9,77%,7 of 9,0 of 0,---,0,0,0:02,7 of 9,0 of 0,0 of 0,5 of 7,0 of 0,2 of 2
UFC 299: O'Malley vs. Vera 2,Robelis Despaigne vs. Josh Parisian,Round 1,Josh Parisian,0,2 of 5,40%,2 of 5,0 of 0,---,0,0,0:00,1 of 4,1 of 1,0 of 0,2 of 5,0 of 0,0 of 0
UFC 299: O'Malley vs. Vera 2,CJ Vergara vs. Asu Almabayev,Round 1,CJ Vergara,0,7 of 14,50%,13 of 20,0 of 0,---,0,0,0:14,3 of 9,3 of 3,1 of 2,4 of 11,3 of 3,0 of 0
UFC 299: O'Malley vs. Vera 2,CJ Vergara vs. Asu Almabayev,Round 2,CJ Vergara,0,8 of 12,66%,25 of 30,0 of 0,---,0,0,0:00,5 of 8,2 of 3,1 of 1,5 of 9,0 of 0,3 of 3
UFC 299: O'Malley vs. Vera 2,CJ Vergara vs. Asu Almabayev,Round 3,CJ Vergara,0,14 of 27,51%,28 of 42,0 of 0,---,0,0,0:00,5 of 15,9 of 11,0 of 1,13 of 26,1 of 1,0 of 0
UFC 299: O'Malley vs. Vera 2,CJ Vergara vs. Asu Almabayev,Round 1,Asu Almabayev,0,16 of 25,64%,23 of 34,4 of 6,66%,0,0,3:14,7 of 15,3 of 4,6 of 6,10 of 19,2 of 2,4 of 4
UFC 299: O'Malley vs. Vera 2,CJ Vergara vs. Asu Almabayev,Round 2,Asu Almabayev,0,12 of 21,57%,36 of 55,2 of 2,100%,0,0,3:35,10 of 19,1 of 1,1 of 1,4 of 9,1 of 2,7 of 10
UFC 299: O'Malley vs. Vera 2,CJ Vergara vs. Asu Almabayev,Round 3,Asu Almabayev,0,16 of 31,51%,26 of 43,3 of 6,50%,0,0,2:43,5 of 19,5 of 6,6 of 6,9 of 23,5 of 6,2 of 2
UFC 299: O'Malley vs. Vera 2,Joanne Wood vs. Maryna Moroz,Round 1,Joanne Wood,0,4 of 9,44%,21 of 27,0 of 0,---,0,0,0:00,2 of 4,1 of 2,1 of 3,3 of 8,0 of 0,1 of 1
UFC 299: O'Malley vs. Vera 2,Joanne Wood vs. Maryna Moroz,Round 2,Joanne Wood,0,58 of 109,53%,75 of 129,0 of 0,---,0,0,0:04,30 of 76,21 of 24,7 of 9,45 of 90,13 of 19,0 of 0
UFC 299: O'Malley vs. Vera 2,Joanne Wood vs. Maryna Moroz,Round 3,Joanne Wood,0,74 of 131,56%,77 of 134,1 of 1,100%,0,0,0:08,42 of 95,17 of 19,15 of 17,64 of 118,10 of 12,0 of 1
UFC 299: O'Malley vs. Vera 2,Joanne Wood vs. Maryna Moroz,Round 1,Maryna Moroz,0,5 of 7,71%,50 of 58,1 of 1,100%,0,0,4:35,4 of 6,1 of 1,0 of 0,1 of 3,0 of 0,4 of 4
UFC 299: O'Malley vs. Vera 2,Joanne Wood vs. Maryna Moroz,Round 2,Maryna Moroz,0,45 of 81,55%,52 of 88,0 of 0,---,0,0,1:29,34 of 67,11 of 14,0 of 0,34 of 67,11 of 14,0 of 0
UFC 299: O'Malley vs. Vera 2,Joanne Wood vs. Maryna Moroz,Round 3,Maryna Moroz,0,52 of 107,48%,54 of 109,0 of 1,0%,0,0,0:07,41 of 87,11 of 18,0 of 2,44 of 99,8 of 8,0 of 0
UFC Fight Night: Rozenstruik vs. Gaziev,Jairzinho Rozenstruik vs. Shamil Gaziev,Round 1,Jairzinho Rozenstruik,0,13 of 31,41%,15 of 34,0 of 0,---,0,0,0:00,8 of 25,2 of 3,3 of 3,12 of 30,1 of 1,0 of 0
UFC Fight Night: Rozenstruik vs. Gaziev,Jairzinho Rozenstruik vs. Shamil Gaziev,Round 2,Jairzinho Rozenstruik,0,19 of 41,46%,26 of 48,0 of 0,---,0,0,0:00,11 of 32,5 of 6,3 of 3,19 of 40,0 of 1,0 of 0
UFC Fight Night: Rozenstruik vs. Gaziev,Jairzinho Rozenstruik vs. Shamil Gaziev,Round 3,Jairzinho Rozenstruik,0,47 of 75,62%,47 of 75,0 of 0,---,0,0,0:00,24 of 48,16 of 19,7 of 8,47 of 75,0 of 0,0 of 0
UFC Fight Night: Rozenstruik vs. Gaziev,Jairzinho Rozenstruik vs. Shamil Gaziev,Round 4,Jairzinho Rozenstruik,0,48 of 68,70%,52 of 73,0 of 1,0%,0,0,0:01,35 of 53,7 of 9,6 of 6,45 of 64,3 of 4,0 of 0
UFC Fight Night: Rozenstruik vs. Gaziev,Jairzinho Rozenstruik vs. Shamil Gaziev,Round 1,Shamil Gaziev,0,8 of 18,44%,12 of 23,1 of 3,33%,0,0,1:46,7 of 17,1 of 1,0 of 0,7 of 15,0 of 1,1 of 2
UFC Fight Night: Rozenstruik vs. Gaziev,Jairzinho Rozenstruik vs. Shamil Gaziev,Round 2,Shamil Gaziev,0,7 of 19,36%,7 of 19,0 of 2,0%,0,0,2:04,2 of 13,4 of 5,1 of 1,3 of 15,4 of 4,0 of 0
UFC Fight Night: Rozenstruik vs. Gaziev,Jairzinho Rozenstruik vs. Shamil Gaziev,Round 3,Shamil Gaziev,0,5 of 19,26%,5 of 19,0 of 0,---,0,0,0:00,5 of 17,0 of 2,0 of 0,5 of 19,0 of 0,0 of 0
UFC Fight Night: Rozenstruik vs. Gaziev,Jairzinho Rozenstruik vs. Shamil Gaziev,Round 4,Shamil Gaziev,0,2 of 12,16%,3 of 14,0 of 2,0%,0,0,0:42,2 of 12,0 of 0,0 of 0,2 of 11,0 of 1,0 of 0
UFC Fight Night: Rozenstruik vs. Gaziev,Vitor Petrino vs. Tyson Pedro,Round 1,Vitor Petrino,0,10 of 28,35%,10 of 28,0 of 0,---,0,0,0:00,5 of 20,2 of 4,3 of 4,10 of 28,0 of 0,0 of 0
UFC Fight Night: Rozenstruik vs. Gaziev,Vitor Petrino vs. Tyson Pedro,Round 2,Vitor Petrino,0,10 of 30,33%,10 of 30,0 of 1,0%,0,0,1:16,6 of 24,1 of 3,3 of 3,10 of 30,0 of 0,0 of 0
UFC Fight Night: Rozenstruik vs. Gaziev,Vitor Petrino vs. Tyson Pedro,Round 3,Vitor Petrino,0,7 of 17,41%,13 of 24,3 of 4,75%,0,0,4:08,5 of 15,1 of 1,1 of 1,5 of 14,0 of 0,2 of 3
UFC Fight Night: Rozenstruik vs. Gaziev,Vitor Petrino vs. Tyson Pedro,Round 1,Tyson Pedro,0,11 of 24,45%,11 of 24,0 of 0,---,0,0,0:00,0 of 13,4 of 4,7 of 7,11 of 24,0 of 0,0 of 0
UFC Fight Night: Rozenstruik vs. Gaziev,Vitor Petrino vs. Tyson Pedro,Round 2,Tyson Pedro,0,14 of 22,63%,14 of 23,0 of 2,0%,0,0,0:10,1 of 6,5 of 8,8 of 8,13 of 21,1 of 1,0 of 0
UFC Fight Night: Rozenstruik vs. Gaziev,Vitor Petrino vs. Tyson Pedro,Round 3,Tyson Pedro,0,5 of 14,35%,8 of 17,0 of 0,---,0,0,0:00,2 of 10,2 of 3,1 of 1,5 of 14,0 of 0,0 of 0
UFC Fight Night: Rozenstruik vs. Gaziev,Alex Perez vs. Muhammad Mokaev,Round 1,Alex Perez,0,12 of 41,29%,12 of 41,0 of 0,---,0,0,0:03,5 of 28,3 of 5,4 of 8,12 of 41,0 of 0,0 of 0
UFC Fight Night: Rozenstruik vs. Gaziev,Alex Perez vs. Muhammad Mokaev,Round 2,Alex Perez,0,13 of 29,44%,18 of 39,0 of 0,---,0,0,1:21,12 of 28,0 of 0,1 of 1,6 of 20,2 of 3,5 of 6
UFC Fight Night: Rozenstruik vs. Gaziev,Alex Perez vs. Muhammad Mokaev,Round 3,Alex Perez,0,5 of 17,29%,17 of 34,0 of 0,---,0,0,2:20,5 of 17,0 of 0,0 of 0,1 of 13,0 of 0,4 of 4
UFC Fight Night: Rozenstruik vs. Gaziev,Alex Perez vs. Muhammad Mokaev,Round 1,Muhammad Mokaev,0,29 of 60,48%,32 of 69,1 of 6,16%,0,0,1:24,24 of 51,2 of 4,3 of 5,14 of 38,2 of 2,13 of 20
UFC Fight Night: Rozenstruik vs. Gaziev,Alex Perez vs. Muhammad Mokaev,Round 2,Muhammad Mokaev,0,8 of 17,47%,9 of 18,1 of 7,14%,0,0,1:59,3 of 11,5 of 5,0 of 1,7 of 16,1 of 1,0 of 0
UFC Fight Night: Rozenstruik vs. Gaziev,Alex Perez vs. Muhammad Mokaev,Round 3,Muhammad Mokaev,0,10 of 27,37%,15 of 32,1 of 7,14%,0,0,1:06,7 of 23,2 of 3,1 of 1,10 of 27,0 of 0,0 of 0
UFC Fight Night: Rozenstruik vs. Gaziev,Umar Nurmagomedov vs. Bekzat Almakhan,Round 1,Umar Nurmagomedov,0,7 of 8,87%,43 of 49,1 of 1,100%,0,0,4:21,6 of 7,0 of 0,1 of 1,1 of 1,0 of 0,6 of 7
UFC Fight Night: Rozenstruik vs. Gaziev,Umar Nurmagomedov vs. Bekzat Almakhan,Round 2,Umar Nurmagomedov,0,39 of 60,65%,52 of 83,3 of 3,100%,0,0,3:06,38 of 59,0 of 0,1 of 1,3 of 7,0 of 0,36 of 53
UFC Fight Night: Rozenstruik vs. Gaziev,Umar Nurmagomedov vs. Bekzat Almakhan,Round 3,Umar Nurmagomedov,0,22 of 30,73%,50 of 65,1 of 1,100%,0,0,3:59,20 of 28,0 of 0,2 of 2,3 of 5,0 of 0,19 of 25
UFC Fight Night: Rozenstruik vs. Gaziev,Umar Nurmagomedov vs. Bekzat Almakhan,Round 1,Bekzat Almakhan,1,2 of 3,66%,3 of 7,0 of 0,---,0,0,0:09,1 of 2,1 of 1,0 of 0,2 of 3,0 of 0,0 of 0
UFC Fight Night: Rozenstruik vs. Gaziev,Umar Nurmagomedov vs. Bekzat Almakhan,Round 2,Bekzat Almakhan,0,0 of 8,0%,0 of 9,0 of 0,---,0,0,0:25,0 of 7,0 of 1,0 of 0,0 of 8,0 of 0,0 of 0
UFC Fight Night: Rozenstruik vs. Gaziev,Umar Nurmagomedov vs. Bekzat Almakhan,Round 3,Bekzat Almakhan,0,1 of 5,20%,2 of 9,0 of 0,---,0,0,0:00,0 of 4,1 of 1,0 of 0,1 of 5,0 of 0,0 of 0
UFC Fight Night: Rozenstruik vs. Gaziev,Matt Schnell vs. Steve Erceg,Round 1,Matt Schnell,0,20 of 69,28%,23 of 75,0 of 0,---,0,0,0:00,17 of 63,1 of 4,2 of 2,19 of 65,1 of 4,0 of 0
UFC Fight Night: Rozenstruik vs. Gaziev,Matt Schnell vs. Steve Erceg,Round 2,Matt Schnell,0,2 of 9,22%,2 of 9,0 of 0,---,0,0,0:00,1 of 7,0 of 1,1 of 1,2 of 9,0 of 0,0 of 0
UFC Fight Night: Rozenstruik vs. Gaziev,Matt Schnell vs. Steve Erceg,Round 1,Steve Erceg,0,32 of 67,47%,32 of 67,0 of 1,0%,0,0,0:04,23 of 56,8 of 10,1 of 1,28 of 62,4 of 5,0 of 0
UFC Fight Night: Rozenstruik vs. Gaziev,Matt Schnell vs. Steve Erceg,Round 2,Steve Erceg,1,2 of 5,40%,2 of 5,0 of 0,---,0,0,0:01,1 of 4,1 of 1,0 of 0,2 of 5,0 of 0,0 of 0
